product_code,dev_device_name,dev_device_class,dev_medical_specialty,dev_medical_specialty_description,dev_review_panel,dev_regulation_number,dev_definition,dev_implant_flag,dev_life_sustain_support_flag,dev_gmp_exempt_flag,dev_third_party_flag,dev_summary_malfunction_reporting,dev_submission_type_id,dev_unclassified_reason,dev_device_class_num,dev_implant_flag_bool,dev_life_sustain_support_flag_bool,dev_gmp_exempt_flag_bool,dev_third_party_flag_bool
DJR,"Enzyme Immunoassay, Methadone",2,TX,Clinical Toxicology,TX,862.3620,,N,N,N,Y,Eligible,1,,2,False,False,False,True
LOL,Hepatitis A Test (Antibody And Igm Antibody),2,MI,Microbiology,MI,866.3310,,N,N,N,N,Eligible,1,,2,False,False,False,False
MML,"Weights, Eyelid, External",2,OP,Ophthalmic,OP,886.5700,Gravity assisted treatment of lagophthalmos (incomplete eyelid closure),N,N,N,N,Eligible,4,,2,False,False,False,False
IKW,"Utensil, Homemaking",1,PM,Physical Medicine,PM,890.5050,,N,N,Y,N,Eligible,4,,1,False,False,True,False
HTH,Protractor,1,OR,Orthopedic,OR,888.4600,,N,N,N,N,Eligible,4,,1,False,False,False,False
KTC,"Bath, Sitz, Nonpowered",1,PM,Physical Medicine,PM,890.5125,,N,N,Y,N,Eligible,4,,1,False,False,True,False
FBY,"Cooler, Esophageal And Gastric",3,,Unknown,GU,,,N,N,N,N,Eligible,2,,3,False,False,False,False
LXG,"Equipment, Laboratory, General Purpose, Labeled Or Promoted For A Specific Medical Use",1,CH,Clinical Chemistry,CH,862.2050,,N,N,Y,N,Eligible,4,,1,False,False,True,False
DTF,"Tools, Pacemaker Service",1,CV,Cardiovascular,CV,870.3730,,N,N,N,N,Eligible,4,,1,False,False,False,False
OFB,Catheter Guide Wire Kit,2,CV,Cardiovascular,CV,870.1330,"This product code has been established in accordance with the May 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,N,N,N,Eligible,7,,2,False,False,False,False
KSE,"Refrigerator, Freezer, Blood Storage",2,HE,Hematology,HE,864.9700,,N,N,N,N,Eligible,4,,2,False,False,False,False
DHB,"System, Test, Radioallergosorbent (Rast) Immunological",2,IM,Immunology,IM,866.5750,,N,N,N,Y,Eligible,1,,2,False,False,False,True
JTS,"Stains, Microbiologic",1,HE,Hematology,MI,864.1850,,N,N,Y,N,Eligible,4,,1,False,False,True,False
RGP,Black Light,N,,Unknown,,,An ultraviolet wavelength noncoherent light source used to illuminate a fluorescent material to produce fluorescence.,,,Y,,Ineligible,,,,,,True,
ETC,"Mold, Middle-Ear",2,EN,"Ear, Nose, Throat",EN,874.3430,,Y,N,N,N,Eligible,4,,2,True,False,False,False
FBR,Urethrometer,1,GU,"Gastroenterology, Urology",GU,876.5520,,N,N,N,N,Eligible,4,,1,False,False,False,False
ONZ,Mechanical Ventilator,2,AN,Anesthesiology,AN,868.5895,"This device is a volume assist ventilator intended to aid adult patients with respiratory insufficiency. It is designed for patients who are capable  of spontaneously breathing a minimum tidal volume of 3.5cc/kg of predicted body weight. The device is designed for continuous applications such as patient ambulation, physical therapy, occupational therapy, respiratory therapy, and other rehabilitation efforts in an institutional or home care environment. The device is intended for operation by trained personnel, patients or caregiver under the direction of a physician,",N,N,N,N,Eligible,1,,2,False,False,False,False
FPB,"Filter, Infusion Line",2,HO,General Hospital,HO,880.5440,,N,N,N,Y,Eligible,1,,2,False,False,False,True
DEW,"Igg, Antigen, Antiserum, Control",2,IM,Immunology,IM,866.5510,,N,N,N,Y,Eligible,1,,2,False,False,False,True
SET,Immunoassay Blood Test For Amyloid Pathology Assessment,2,IM,Immunology,IM,866.5840,An Immunoassay blood test for amyloid pathology assessment is an in vitro diagnostic test used to identify patients with amyloid pathology associated with Alzheimers Disease who have signs and symptoms of cognitive decline. The results of the test are to be interpreted in conjunction with other patient clinical information.,N,N,N,N,Ineligible,1,,2,False,False,False,False
HKW,"Prism, Bar, Ophthalmic",1,OP,Ophthalmic,OP,886.1650,,N,N,Y,N,Eligible,4,,1,False,False,True,False
DYB,"Introducer, Catheter",2,CV,Cardiovascular,CV,870.1340,,N,N,N,Y,Eligible,1,,2,False,False,False,True
QBX,Direct Blood Bacterial Nucleic Acid Detection System,2,MI,Microbiology,MI,866.3960,"Amplification, detection and identification of microbial pathogens directly from whole blood specimens",N,N,N,N,Ineligible,1,,2,False,False,False,False
QSS,Hiv Self-Tests,3,,Unknown,MI,,Human immunodeficiency virus (HIV) self-tests are intended for use by an individual to test themselves for the presence of HIV in body fluids.,N,N,N,N,Ineligible,2,,3,False,False,False,False
NCR,"Apparatus, Cutting, Radiofrequency, Electrosurgical, Battery-Powered",2,OP,Ophthalmic,OP,886.4100,,N,N,N,Y,Eligible,1,,2,False,False,False,True
IDY,"Bath, Flotation, Tissue",1,PA,Pathology,PA,864.3010,,N,N,Y,N,Eligible,4,,1,False,False,True,False
SGT,Electromagnetic Stimulator For Healthy Muscle Stimulation,2,PM,Physical Medicine,PM,890.5850,"A device used for other than medical purposes to induce an electrical current to the body using a time-varying magnetic field to temporarily increase local blood flow and stimulate healthy muscles. Unlike the classified Powered Muscle Stimulator devices intended for use in physical medicine and rehabilitation, this device is not intended for use in patients with medical conditions.",N,N,N,Y,Ineligible,1,,2,False,False,False,True
SFG,"Camera, Surgical, Measurement",1,SU,"General, Plastic Surgery",SU,878.4160,"An adjunctive tool to measure and record a body parts physical data, such as diameter, surface area, volume, and perimeter/circumference. The device does not provide a diagnosis or therapy.",N,N,N,N,Ineligible,4,,1,False,False,False,False
KBI,"Bougie, Eustachian",1,EN,"Ear, Nose, Throat",EN,874.4175,,N,N,N,N,Eligible,4,,1,False,False,False,False
NIH,"Disinfectant, Subsystem, Water Purification",2,GU,"Gastroenterology, Urology",HO,876.5665,Disinfectant intended for reprocessing water purification systems for hemodialysis.,N,N,N,N,Eligible,4,,2,False,False,False,False
FRW,"Scale, Patient",1,HO,General Hospital,HO,880.2720,,N,N,N,N,Eligible,4,,1,False,False,False,False
CHI,"Lipase-Esterase, Enzymatic, Photometric, Lipase",1,CH,Clinical Chemistry,CH,862.1465,,N,N,N,N,Eligible,4,,1,False,False,False,False
OJF,Hysterectomy Kit,2,OB,Obstetrics/Gynecology,OB,884.4530,"This product code has been established in accordance with the May 20, 1997, Guidance entitled, Convenience Kits Interim Regulatory Guidance, found at www.fda.gov/cdrh/ode/convkit.html.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,N,N,N,Eligible,7,,2,False,False,False,False
BTO,"Tube, Tracheostomy (W/Wo Connector)",2,AN,Anesthesiology,AN,868.5800,,N,Y,N,Y,Eligible,1,,2,False,True,False,True
FMS,"Bed, Pediatric Open Hospital",2,HO,General Hospital,HO,880.5140,,N,N,N,N,Eligible,4,,2,False,False,False,False
NXQ,"Reminder, Medication",1,PM,Physical Medicine,HO,890.5050,A medication reminder is a device intended for medical purposes to provide alerts to patients or healthcare providers for pre-determined medication dosing schedules.  The device may incorporate wireless communication.,N,N,Y,N,Eligible,4,,1,False,False,True,False
GWM,"Device, Monitoring, Intracranial Pressure",2,NE,Neurology,NE,882.1620,,N,N,N,Y,Ineligible,1,,2,False,False,False,True
PUF,"Ocular Peg, Exempt",2,OP,Ophthalmic,OP,886.3320,"This product code is the class II exempt counterpart of MQU, and was exempted, subject to the limitations of exemption, under the procedures established by the 21st Century Cures Act. This device type does not require premarket notification (510(k)) to market if it does not exceed the general limitations of exemption found in 21 CFR 886.9 and the specific limitations of exemption as stated in the Physical State field of this product code description.",Y,N,N,N,Eligible,4,,2,True,False,False,False
PHU,Intra-Abdominal Pressure Monitoring Device,U,,Unknown,SU,,Abdominal intracompartmental pressure monitoring using bladder pressure as a surrogate for abdominal pressure.,Y,N,N,N,Eligible,1,1,,True,False,False,False
NGK,"Test, Occult Blood, Over The Counter",2,HE,Hematology,TX,864.6550,,N,N,N,Y,Eligible,1,,2,False,False,False,True
LAD,"Gas Chromatography, Codeine",2,TX,Clinical Toxicology,TX,862.3270,,N,N,N,Y,Eligible,1,,2,False,False,False,True
RFX,"Cd-R, Cd-Rw Recorder",N,,Unknown,,,A cd-r or cd-rw recorder machine that utilizes a laser to read and/or write data on the compact disc.,,,Y,,Ineligible,,,,,,True,
OZH,Transcatheter Septal Occluder (Ventricular),3,,Unknown,CV,,For the treatment of defect in the ventricular septum and closure of ventricular septal defects via transcatheter technique.,Y,N,N,N,Eligible,2,,3,True,False,False,False
KTG,"Knife, Ent",1,EN,"Ear, Nose, Throat",EN,874.4420,,N,N,N,N,Eligible,4,,1,False,False,False,False
MRA,"Prosthesis, Hip, Semi-Constrained, Metal/Ceramic/Ceramic/Metal, Cemented Or Uncemented",3,,Unknown,OR,,,Y,N,N,N,Eligible,2,,3,True,False,False,False
IXD,"Source, Calibration, Sealed, Nuclear",1,RA,Radiology,RA,892.1400,,N,N,N,N,Eligible,4,,1,False,False,False,False
OYW,"Laser, Cellulite Appearance",2,SU,"General, Plastic Surgery",SU,878.4810,For the removal of fat through laser lipolysis.,N,N,N,Y,Eligible,1,,2,False,False,False,True
FCQ,"Light Source, Incandescent, Diagnostic",2,GU,"Gastroenterology, Urology",GU,876.1500,,N,N,N,N,Eligible,4,,2,False,False,False,False
FIS,"Flowmeter, Dialysate",2,GU,"Gastroenterology, Urology",GU,876.5820,,N,Y,N,N,Eligible,1,,2,False,True,False,False
KDK,"Container, Transport, Kidney",2,GU,"Gastroenterology, Urology",GU,876.5880,,N,N,N,Y,Ineligible,1,,2,False,False,False,True
OCK,"Transurethral Occlusion Insert, Urinary Incontinence-Control, Female",3,,Unknown,GU,,Transurethral insert for urinary occlusion/control in women with urinary incontinence,N,N,N,N,Eligible,2,,3,False,False,False,False
LYY,Latex Patient Examination Glove,1,HO,General Hospital,HO,880.6250,"A latex patient examination glove is a disposable device made of natural rubber latex that may or may not bear a trace amount of residual powder, and is intended to be worn on the hand for medical purposes to provide a barrier against potentially infectious materials and other contaminants.",N,N,N,Y,Eligible,1,,1,False,False,False,True
PND,Midline Catheter,2,HO,General Hospital,HO,880.5200,The catheter is inserted into the peripheral vascular system for infusion of fluids and medications for less than 28 days.,N,N,N,N,Eligible,1,,2,False,False,False,False
NEH,"Anchor, Fascial",2,SU,"General, Plastic Surgery",SU,878.4300,,Y,N,N,N,Eligible,1,,2,True,False,False,False
CBK,"Ventilator, Continuous, Facility Use",2,AN,Anesthesiology,AN,868.5895,,N,Y,N,N,Ineligible,1,,2,False,True,False,False
EFW,"Toothbrush, Manual",1,DE,Dental,DE,872.6855,,N,N,Y,N,Eligible,4,,1,False,False,True,False
LBW,"Set, Dialysis, Single Needle (Co-Axial Flow)",2,GU,"Gastroenterology, Urology",GU,876.5540,,Y,N,N,N,Ineligible,1,,2,True,False,False,False
KSZ,"System, Test, Automated Blood Grouping And Antibody",2,HE,Hematology,HE,864.9175,,N,N,N,N,Eligible,1,,2,False,False,False,False
JZO,"System, Test, Thyroid Autoantibody",2,IM,Immunology,IM,866.5870,,N,N,N,Y,Ineligible,1,,2,False,False,False,True
HFZ,Craniotribe,2,OB,Obstetrics/Gynecology,OB,884.4500,,N,N,N,Y,Eligible,1,,2,False,False,False,True
LKF,"Cannula, Manipulator/Injector, Uterine",2,OB,Obstetrics/Gynecology,OB,884.4530,,N,N,N,Y,Ineligible,1,,2,False,False,False,True
QBT,Artificial Iris,3,,Unknown,OP,,Artificial iris is intended to be implanted to replace the natural iris of the eye.,Y,N,N,N,Ineligible,2,,3,True,False,False,False
OLI,Fat Reducing Low Level Laser,2,SU,"General, Plastic Surgery",SU,878.5400,Non-invasive reduction in fat layer for body contouring,N,N,N,Y,Eligible,1,,2,False,False,False,True
KZT,"Kit, Disc, Agar Gel Diffusion, Determine Serum Levels Of Gentamicin",2,TX,Clinical Toxicology,TX,862.3450,,N,N,N,Y,Eligible,1,,2,False,False,False,True
SFQ,"Electrosurgical, Cutting & Coagulation & Accessories, For Cardiac Electrophysiology Device Implantation And Revision",2,SU,"General, Plastic Surgery",CV,878.4400,Surgical device used to dissect cardiac tissue for the implantation and revision of cardiac electrophysiology leads,N,N,N,N,Ineligible,1,,2,False,False,False,False
PRY,Gastrostomy Jejunostomy Feeding Tube Kit,2,GU,"Gastroenterology, Urology",GU,876.5980,"This product code has been established in accordance with the May 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,N,N,N,Ineligible,7,,2,False,False,False,False
JCO,Bothrops Atrox Reagent,2,HE,Hematology,HE,864.8100,,N,N,N,Y,Eligible,1,,2,False,False,False,True
EFC,"Warmer, Anesthetic Tube",1,DE,Dental,DE,872.6100,,N,N,N,N,Eligible,4,,1,False,False,False,False
KLK,"Monitor, Oxygen, Cutaneous, For Infant Not Under Gas Anesthesia",2,AN,Anesthesiology,AN,868.2500,,N,N,N,N,Eligible,4,,2,False,False,False,False
GST,"Antiserum, Pseudomonas Pseudomallei",2,MI,Microbiology,MI,866.3415,,N,N,N,N,Eligible,4,,2,False,False,False,False
KNH,Laparoscopic Contraceptive Tubal Occlusion Device,3,OB,Obstetrics/Gynecology,OB,884.5380,Call for PMAs to be filed by 12/30/87 (52 FR 36883 (10/1/87)),Y,N,N,N,Ineligible,2,,3,True,False,False,False
HQP,"Unit, Cautery, Thermal, Battery-Powered",2,OP,Ophthalmic,OP,886.4115,,N,N,N,Y,Eligible,1,,2,False,False,False,True
NBF,"Prosthesis, Retinal",f,,Unknown,OP,,,Y,N,N,N,Ineligible,6,,,True,False,False,False
OTU,Research Use Only/Pathology,N,,Unknown,PA,,For research use only and for products imported into the US only.,N,N,Y,N,Eligible,7,6,,False,False,True,False
IMP,"Cushion, Wheelchair",1,PM,Physical Medicine,PM,890.3920,,N,N,N,N,Eligible,4,,1,False,False,False,False
RDM,Anti-Theft Detector (Non-Eas),N,,Unknown,,,"A machine that utilizes microwave radiation (not eas or rfid) for security, tracking, inventory control, surveillance, etc.",,,Y,,Ineligible,,,,,,True,
RIA,High Intensity Lamp,N,,Unknown,,,"High intensity mercury vapor or metal halide lamp, intended for general purpose illumination, but of such a design that breakage of an outer envelope will not result in increased uv emissions.",,,Y,,Ineligible,,,,,,True,
EMO,"Knife, Periodontic",1,DE,Dental,DE,872.4565,,N,N,N,N,Eligible,4,,1,False,False,False,False
NSK,"Dentures, Partial",N,,Unknown,DE,,Foreign dental lab manufactured partial dentures are manufactured as finished products from denture resins and other supporting materials.,N,N,N,N,Eligible,7,6,,False,False,False,False
KCJ,"Applicator, Ent",1,EN,"Ear, Nose, Throat",EN,874.5220,,N,N,Y,N,Eligible,4,,1,False,False,True,False
FJQ,"Connector, Shunt",1,GU,"Gastroenterology, Urology",GU,876.5540,,N,N,N,N,Eligible,1,,1,False,False,False,False
PPD,Universal Drainage Tray,2,GU,"Gastroenterology, Urology",GU,876.5130,"This product code has been established in accordance with the may 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,N,N,N,Eligible,7,,2,False,False,False,False
SCT,Foley Catheters And Accessories With Additional Safety Features,2,GU,"Gastroenterology, Urology",GU,876.5130,Foley catheters intended for urine drainage with additional safety features to reduce potential injury to the urethra and/or bladder.  These catheters do not include design features intended to reduce infections.,N,N,N,N,Ineligible,1,,2,False,False,False,False
DBT,"Factor Xiii A, S, Antigen, Antiserum, Control",1,IM,Immunology,HE,866.5330,,N,N,N,N,Eligible,4,,1,False,False,False,False
QVB,Biological Sterilization Indicator With Indirect Growth Detection,2,HO,General Hospital,HO,880.2806,A biological sterilization indicator with indirect growth detection capabilities is a device intended for use by a healthcare provider to accompany products being sterilized through a sterilization process to monitor the adequacy of sterilization. Detection of surviving microorganisms is accomplished by a method other than direct detection of growth or growth products.,N,N,N,N,Ineligible,1,,2,False,False,False,False
