sponsor_norm,gvkey,map_source,map_score,compustat_conm,compustat_tic,cik,permno
3m,007435,fuzzy_extended,100.0,3M CO,MMM,0000066740,22592
"juno therapeutics, a subsidiary of celgene",022230,fuzzy_extended,100.0,JUNO THERAPEUTICS INC,JUNO,0001594864,15134
istar medical,015142,fuzzy_extended,100.0,ISTAR INC,STAR,,75846
alto neuroscience,043837,fuzzy_extended,100.0,ALTO NEUROSCIENCE INC,ANRO,0001999480,24816
"mcneil consumer & specialty pharmaceuticals, a division of mcneil-ppc, inc",007177,fuzzy_extended,100.0,MCNEIL CORP,MME.2,0000064305,28097
"harmony biosciences management, inc",005481,fuzzy_extended,100.0,HARMONY INC,1589B,,46010
prelude therapeutics,037063,fuzzy_extended,100.0,PRELUDE THERAPEUTICS INC,PRLD,0001678660,19681
"castle creek biosciences, llc",035396,fuzzy_extended,100.0,CASTLE BIOSCIENCES INC,CSTL,0001447362,18832
"aimmune therapeutics, inc",025077,fuzzy_extended,100.0,AIMMUNE THERAPEUTICS INC,AIMT,0001631650,15630
"humacyte, inc",039525,fuzzy_extended,100.0,HUMACYTE INC,HUMA,0001818382,20137
kaleido biosciences,034640,fuzzy_extended,100.0,KALEIDO BIOSCIENCES INC,KLDO,0001751299,18408
"replimune, inc",033719,fuzzy_extended,100.0,REPLIMUNE GROUP INC,REPL,0001737953,17974
procept biorobotics,039453,fuzzy_extended,94.44444444444444,PROCEPT BIOROBTCS CORP,PRCT,0001588978,21892
"springworks therapeutics, inc",035600,fuzzy_extended,100.0,SPRINGWORKS THERAPEUTICS INC,SWTX,0001773427,18961
amylyx pharmaceuticals inc,040470,fuzzy_extended,100.0,AMYLYX PHARMACEUTICALS INC,AMLX,0001658551,22626
"sk bioscience co., ltd",022116,fuzzy_extended,92.85714285714286,SKYE BIOSCIENCE INC,SKYE,0001516551,25035
"amneal pharmaceuticals, llc",018888,fuzzy_extended,100.0,AMNEAL PHARMACEUTICALS INC,AMRX,0001723128,82702
inflarx gmbh,032640,fuzzy_extended,100.0,INFLARX NV,IFRX,0001708688,17115
apple inc,001690,fuzzy_extended,100.0,APPLE INC,AAPL,0000320193,14593
paratek pharmaceuticals inc,015539,fuzzy_extended,96.15384615384616,PARATEK PHARMACEUTCLS INC,PRTK,0001178711,91279
"cellectar biosciences, inc",186974,fuzzy_extended,100.0,CELLECTAR BIOSCIENCES INC,CLRB,0001279704,14862
bioverativ therapeutics inc,029819,fuzzy_extended,100.0,BIOVERATIV INC,BIVV,0001681689,16544
aymes international limited,037612,fuzzy_extended,93.33333333333333,TH INTERNATIONAL LIMITED,THCH,0001877333,23427
fougera pharmaceuticals inc,028470,fuzzy_extended,92.6829268292683,RA PHARMACEUTICALS INC,RARX,0001481512,16398
"aevi genomic medicine, llc, a cerecor company",293754,fuzzy_extended,100.0,AEVI GENOMIC MEDICINE INC,GNMX,0001138776,12667
jw medical systems ltd,025013,fuzzy_extended,100.0,PLC SYSTEMS INC,PLCSF,,77568
talaris therapeutics inc,025904,fuzzy_extended,95.83333333333333,ACLARIS THERAPEUTICS INC,ACRS,0001557746,15775
"beijing biostar pharmaceuticals co., ltd",181794,fuzzy_extended,100.0,BIOSTAR PHARMACEUTICALS INC,BSPM,0001418133,93344
"carevive systems, inc",025013,fuzzy_extended,100.0,PLC SYSTEMS INC,PLCSF,,77568
"candel therapeutics, inc",039269,fuzzy_extended,93.02325581395348,CANDEL THERAPTCS INC,CADL,0001841387,21705
"tarsus pharmaceuticals, inc",037495,fuzzy_extended,93.87755102040816,ARS PHARMACEUTICALS INC,SPRY,0001671858,20318
cascadian therapeutics inc,020245,fuzzy_extended,100.0,CASCADIAN THERAPEUTICS INC,CASC,0001412067,77205
veru inc,022817,fuzzy_extended,100.0,VERU INC,VERU,0000863894,76461
mereo biopharma,321764,fuzzy_extended,100.0,MEREO BIOPHARMA GROUP PLC,MREO,0001719714,18483
siemens molecular imaging,019349,fuzzy_extended,100.0,SIEMENS AG,SIEGY,0001135644,88935
"tobira therapeutics, inc",021007,fuzzy_extended,100.0,TOBIRA THERAPEUTICS INC,TBRA,0001311596,14101
momentum data,021092,fuzzy_extended,100.0,MOMENTUM CORP,MMDI,0000853436,76108
motus gi medical technologies ltd,031348,fuzzy_extended,100.0,MOTUS GI HOLDINGS INC,MOTS,0001686850,17325
"senseonics, inc",026636,fuzzy_extended,100.0,SENSEONICS HLDGS INC,SENS,0001616543,15995
"clarus therapeutics, inc",185946,fuzzy_extended,100.0,CLARUS THERAPEUTICS HOLD INC,CRXTQ,0001817944,20577
morphosys ag,231016,fuzzy_extended,100.0,MORPHOSYS AG,MOR,0001340243,17694
"vistagen therapeutics, inc",187368,fuzzy_extended,100.0,VISTAGEN THERAPEUTICS INC,VTGN,0001411685,16070
"esm technologies, llc",004279,fuzzy_extended,93.75,EMS TECHNOLOGIES INC,ELMG,0000032198,32110
myovant sciences gmbh,028421,fuzzy_extended,100.0,MYOVANT SCIENCES LTD,MYOV,0001679082,16451
"repurposed therapeutics, inc",027988,fuzzy_extended,92.0,REPROS THERAPEUTICS INC,RPRX.1,0000897075,79025
member companies of the opioid pmr consortium,011151,fuzzy_extended,100.0,GROUP INC (THE),THEG,,80603
nanogen pharmaceutical biotechnology joint stock company,109425,fuzzy_extended,100.0,NANOGEN INC,NGEN,0001030339,85995
"dusa pharmaceuticals, inc",024898,fuzzy_extended,100.0,DUSA PHARMACEUTICALS INC,DUSA.1,0000879993,77289
medtronic cardiac surgery,007228,fuzzy_extended,100.0,MEDTRONIC PLC,MDT,0001613103,60097
savara inc,031177,fuzzy_extended,100.0,SAVARA INC,SVRA,0001160308,90101
"sarfez pharmaceuticals, inc",028470,fuzzy_extended,92.6829268292683,RA PHARMACEUTICALS INC,RARX,0001481512,16398
"rhodes pharmaceuticals, l.p",009118,fuzzy_extended,100.0,RHODES INC,RHD.,0000083679,66828
autolus limited,033635,fuzzy_extended,100.0,AUTOLUS THERAPEUTICS -ADR,AUTL,0001730463,17870
delcath systems inc,140023,fuzzy_extended,100.0,DELCATH SYSTEMS INC,DCTH,0000872912,89169
"neothetics, inc",021998,fuzzy_extended,100.0,NEOTHETICS INC,NEOT,,15075
depuy spine,063905,fuzzy_extended,100.0,DEPUY INC,DPU.1,0001019900,84024
"rivus pharmaceuticals, inc",026895,fuzzy_extended,94.11764705882354,CORVUS PHARMACEUTICALS INC,CRVS,0001626971,15960
"leap therapeutics, inc",029914,fuzzy_extended,100.0,LEAP THERAPEUTICS INC,LPTX,0001509745,16542
cyclerion therapeutics,034746,fuzzy_extended,100.0,CYCLERION THERAPEUTICS,CYCN,0001755237,18427
urovant sciences gmbh,033816,fuzzy_extended,100.0,UROVANT SCIENCES LTD,UROV,0001740547,18130
vbi vaccines inc,025289,fuzzy_extended,100.0,VBI VACCINES INC,VBIVQ,0000764195,16043
"ast products, inc",064462,fuzzy_extended,93.75,ATL PRODUCTS INC,ATLPA,0001027781,84598
ocugen,035712,fuzzy_extended,100.0,OCUGEN INC,OCGN,0001372299,15132
chiron corporation,003011,fuzzy_extended,100.0,CHIRON CORP,CHIR.1,0000706539,23318
"nivalis therapeutics, inc",023986,fuzzy_extended,100.0,NIVALIS THERAPEUTICS INC,NVLS,,15432
qualia life sciences,006721,fuzzy_extended,100.0,LIFE SCIENCES INC,LFSCQ,0000059401,49526
antisoma research,009071,fuzzy_extended,100.0,RESEARCH INC,RESRQ,0000216983,66545
"palatin technologies, inc",029086,fuzzy_extended,100.0,PALATIN TECHNOLOGIES INC,PTNT,0000911216,79702
crispr therapeutics ag,028113,fuzzy_extended,100.0,CRISPR THERAPEUTICS AG,CRSP,0001674416,16383
"visioncare, inc",064611,fuzzy_extended,100.0,WESLEY JESSEN VISIONCARE INC,WJCO,0001027584,84569
"gelesis, inc",036678,fuzzy_extended,100.0,GELESIS HOLDINGS INC,GLSHQ,0001805087,19586
pharmacia and upjohn,011040,fuzzy_extended,100.0,PHARMACIA & UPJOHN INC,PNU.1,0000949573,82647
"relmada therapeutics, inc",020720,fuzzy_extended,100.0,RELMADA THERAPEUTICS INC,RLMD,0001553643,19024
verily life sciences llc,006721,fuzzy_extended,100.0,LIFE SCIENCES INC,LFSCQ,0000059401,49526
"radius health, inc",170520,fuzzy_extended,100.0,RADIUS HEALTH INC,RDUS.1,0001428522,14707
allergan medical,015708,fuzzy_extended,100.0,ALLERGAN INC,AGN.2,0000850693,75646
"kamada, ltd",287111,fuzzy_extended,100.0,KAMADA LTD,KMDA,0001567529,13930
helius medical inc,021000,fuzzy_extended,100.0,HELIUS MEDICAL TECHNOLOGIES,HSDT,0001610853,17690
cadila pharnmaceuticals,141846,fuzzy_extended,93.33333333333333,ACADIA PHARMACEUTICALS INC,ACAD,0001070494,90177
"perosphere pharmaceuticals inc, a wholly owned subsidiary of amag pharmaceuticals, inc",012250,fuzzy_extended,100.0,AMAG PHARMACEUTICALS INC,AMAG,0000792977,10363
tigenix s.a.u,283463,fuzzy_extended,100.0,TIGENIX NV,TIG.2,0001581987,16534
haemonetics corporation,024021,fuzzy_extended,100.0,HAEMONETICS CORP,HAE,0000313143,76837
"entellus medical, inc",022667,fuzzy_extended,100.0,ENTELLUS MEDICAL INC,ENTL,0001374128,15176
intech biopharm ltd,006000,fuzzy_extended,100.0,INTECH INC,INTE.,0000110640,44477
arbutus biopharma corporation,062475,fuzzy_extended,100.0,ARBUTUS BIOPHARMA CORP,ABUS,0001447028,12411
capricor inc,019205,fuzzy_extended,100.0,CAPRICOR THERAPEUTICS INC,CAPR,0001133869,92686
instituto bioclon s.a. de c.v,030584,fuzzy_extended,100.0,A S V INC,ASVI,0000926763,80798
kodiak sciences inc,034118,fuzzy_extended,100.0,KODIAK SCIENCES INC,KOD,0001468748,18203
"oyster point pharma, inc",035747,fuzzy_extended,97.77777777777777,OYSTER POINT PHARM INC,OYST,0001720725,19016
"cardurion pharmaceuticals, inc",028470,fuzzy_extended,92.6829268292683,RA PHARMACEUTICALS INC,RARX,0001481512,16398
anavex life sciences corp,166447,fuzzy_extended,100.0,ANAVEX LIFE SCIENCES CORP,AVXL,0001314052,15776
kind pharmaceuticals llc,112033,fuzzy_extended,95.0,KING PHARMACEUTICALS INC,KG.1,0001047699,86176
immutep s.a.s,253523,fuzzy_extended,100.0,IMMUTEP LTD,IMMP,0001506184,13376
plx pharma,026336,fuzzy_extended,100.0,PLX PHARMA INC,PLXPQ,0001497504,14538
aderans research institute,009071,fuzzy_extended,100.0,RESEARCH INC,RESRQ,0000216983,66545
asana biosciences,036964,fuzzy_extended,100.0,ASANA INC,ASAN,0001477720,19746
i-mab biopharma us limited,035836,fuzzy_extended,100.0,I-MAB,IMAB,0001778016,19193
"five prime therapeutics, inc",018430,fuzzy_extended,100.0,FIVE PRIME THERAPEUTICS INC,FPRX,0001175505,14161
"the emmes company, llc",011151,fuzzy_extended,100.0,GROUP INC (THE),THEG,,80603
"daré bioscience, inc",032233,fuzzy_extended,97.29729729729729,DARE BIOSCIENCE INC,DARE,0001401914,14591
"principia biopharma, a sanofi company",034015,fuzzy_extended,100.0,PRINCIPIA BIOPHARMA,PRNB,0001510487,18126
"vapotherm, inc",034327,fuzzy_extended,100.0,VAPOTHERM INC,VAPO,0001253176,18247
"evelo biosciences, inc",033444,fuzzy_extended,100.0,EVELO BIOSCIENCES INC,EVLO,0001694665,17811
"igm biosciences, inc",035639,fuzzy_extended,100.0,IGM BIOSCIENCES INC,IGMS,0001496323,18955
altria client services llc,008543,fuzzy_extended,100.0,ALTRIA GROUP INC,MO,0000764180,13901
price vision group,008746,fuzzy_extended,100.0,PRICE CO,PCLB.1,0000356461,64064
"avalo therapeutics, inc",026149,fuzzy_extended,100.0,AVALO THERAPEUTICS INC,AVTX,0001534120,15833
idea ag,035331,fuzzy_extended,100.0,AMTD IDEA GROUP,AMTD,0001769731,18887
reshape lifesciences,178847,fuzzy_extended,100.0,RESHAPE LIFESCIENCES INC,RSLS,0001427570,16393
teleflex,010407,fuzzy_extended,100.0,TELEFLEX INC,TFX,0000096943,44329
vernalis (r&d) ltd,104904,fuzzy_extended,100.0,VERNALIS PLC,VNLPY,0000851616,77759
"9 meters biopharma, inc",033048,fuzzy_extended,100.0,9 METERS BIOPHARMA INC,NMTRQ,0001551986,16178
biotie therapies inc,245397,fuzzy_extended,100.0,BIOTIE THERAPIES CORP,BITI.1,0001579695,15412
quantum genomics sa,008867,fuzzy_extended,100.0,QUANTUM CORP,QMCO,0000709283,87043
"corvus pharmaceuticals, inc",026895,fuzzy_extended,100.0,CORVUS PHARMACEUTICALS INC,CRVS,0001626971,15960
"rvl pharmaceuticals, inc",034160,fuzzy_extended,100.0,RVL PHARMACEUTICALS PLC,RVLPQ,0001739426,18209
quince therapeutics s.p.a,035102,fuzzy_extended,100.0,QUINCE THERAPEUTICS INC,QNCX,0001662774,18648
"dice therapeutics, inc., a wholly owned subsidiary of eli lilly and company",039508,fuzzy_extended,100.0,DICE THERAPEUTICS INC,DICE,0001645569,21926
kowa research europe,009071,fuzzy_extended,100.0,RESEARCH INC,RESRQ,0000216983,66545
moonlake immunotherapeutics ag,037240,fuzzy_extended,100.0,MOONLAKE IMMUNOTHERAPEUTICS,MLTX,0001821586,19966
amgen research (munich) gmbh,009071,fuzzy_extended,100.0,RESEARCH INC,RESRQ,0000216983,66545
"nurix therapeutics, inc",036767,fuzzy_extended,100.0,NURIX THERAPEUTICS INC,NRIX,0001549595,19566
eyetech pharmaceuticals,156292,fuzzy_extended,100.0,EYETECH PHARMACEUTICALS INC,EYET,0001115285,90008
molecular partners ag,318525,fuzzy_extended,100.0,MOLECULAR PARTNERS AG,MOLN,0001745114,21572
"adamas pharmaceuticals, inc",020042,fuzzy_extended,100.0,ADAMAS PHARMACEUTICALS INC,ADMS,0001328143,14589
csl limited,029836,fuzzy_extended,100.0,CSL LIGHTING MFG INC,CSLX,0000916068,80322
tetralogic pharmaceuticals,018973,fuzzy_extended,100.0,TETRALOGIC PHARMACEUTICALS,TLOG,0001361248,14356
"barron associates, inc",031807,fuzzy_extended,100.0,AG ASSOCIATES INC,AGAI,0000942124,81597
"nu eyne co., ltd",039997,fuzzy_extended,100.0,NU HOLDINGS LTD,NU,0001691493,22503
obseva sa,029718,fuzzy_extended,100.0,OBSEVA SA,OBSVF,0001685316,16573
incyte biosciences international sàrl,029127,fuzzy_extended,100.0,INCYTE CORP,INCY,0000879169,79906
union therapeutics,010859,fuzzy_extended,100.0,UNION CORP,UCO.,0000100817,44433
"momenta pharmaceuticals, inc",264414,fuzzy_extended,100.0,MOMENTA PHARMACEUTICALS INC,MNTA,0001235010,90233
barinthus biotherapeutics,038643,fuzzy_extended,100.0,BARINTHUS BIOTHERAPEUTICS,BRNS,0001828185,21111
"avidity biosciences, inc",036473,fuzzy_extended,97.77777777777777,AVIDITY BIOSCIENCE INC,RNA,0001599901,19488
cullinan therapeutics inc,037675,fuzzy_extended,100.0,CULLINAN THERAPEUTICS INC,CGEM,0001789972,20420
galmed pharmaceuticals ltd,019771,fuzzy_extended,100.0,GALMED PHARMACEUTICALS LTD,GLMD,0001595353,14540
"genocea biosciences, inc",019425,fuzzy_extended,100.0,GENOCEA BIOSCIENCES INC,GNCAQ,0001457612,14458
"progyny, inc",035708,fuzzy_extended,100.0,PROGYNY INC,PGNY,0001551306,18968
"spr therapeutics, inc",065604,fuzzy_extended,100.0,SPR INC,SPRI.,0001026493,85504
"owlet baby care, inc",039255,fuzzy_extended,100.0,OWLET INC,OWLT,0001816708,20101
longeveron inc,037807,fuzzy_extended,100.0,LONGEVERON INC,LGVN,0001721484,20609
processa pharmaceuticals,032846,fuzzy_extended,100.0,PROCESSA PHARMACEUTICALS INC,PCSA,0001533743,19985
"trivascular, inc",020131,fuzzy_extended,100.0,TRIVASCULAR TECHNOLOGIES INC,TRIV,0001432732,14612
"stemcells, inc",025095,fuzzy_extended,100.0,STEMCELLS INC,STEM.1,,77437
alector inc,034616,fuzzy_extended,100.0,ALECTOR INC,ALEC,0001653087,18376
"adverum biotechnologies, inc",021020,fuzzy_extended,100.0,ADVERUM BIOTECHNOLOGIES,ADVM,0001501756,14790
advanz pharma,019417,fuzzy_extended,100.0,ADVANZ PHARMA CORP LTD,CXRXF,0001642271,15418
nevro corp,021916,fuzzy_extended,100.0,NEVRO CORP,NVRO,0001444380,15046
nordic pharma sas,007924,fuzzy_extended,100.0,NORDIC LIMITED INC,NORLE,,57825
clementia pharmaceuticals inc,032130,fuzzy_extended,100.0,CLEMENTIA PHARMACEUTICALS,CMTA,0001647320,16879
"advaxis, inc",164511,fuzzy_extended,100.0,ADVAXIS INC-OLD,ADXS.1,,14237
kai pharmaceuticals,021362,fuzzy_extended,95.0,TOKAI PHARMACEUTICALS INC,TKAI,,14937
kedrion s.p.a,001059,fuzzy_extended,100.0,A P S INC,APS.1,,58958
"zenas biopharma (usa), llc",050517,fuzzy_extended,100.0,ZENAS BIOPHARMA INC,ZBIO,0001953926,25635
journey medical corporation,039941,fuzzy_extended,100.0,JOURNEY MEDICAL CORPO,DERM,0001867066,22296
"disc medicine, inc",026247,fuzzy_extended,100.0,DISC INC,DCSR,0000891788,78924
blue earth diagnostics,183921,fuzzy_extended,100.0,BLUE EARTH INC,BBLUQ,0001422109,14861
canopy growth corporation,020096,fuzzy_extended,100.0,CANOPY GROWTH CORP,CGC,0001737927,17827
silk road medical,034882,fuzzy_extended,100.0,SILK ROAD MEDICAL INC,SILK,0001397702,18566
"dermira, inc",021617,fuzzy_extended,100.0,DERMIRA INC,DERM.2,0001557883,15003
entero therapeutics,027699,fuzzy_extended,100.0,ENTERO THERAPEUTICS INC,ENTO,0001604191,16377
acerus pharmaceuticals corporation,037495,fuzzy_extended,92.6829268292683,ARS PHARMACEUTICALS INC,SPRY,0001671858,20318
"kymera therapeutics, inc",036819,fuzzy_extended,97.77777777777777,KYMERA THERAPEUTIC INC,KYMR,0001815442,19585
beyond air inc,033467,fuzzy_extended,100.0,BEYOND AIR INC,XAIR,0001641631,18643
novacea,166570,fuzzy_extended,100.0,NOVACEA INC,NOVC.2,,91279
galectin therapeutics inc,150221,fuzzy_extended,100.0,GALECTIN THERAPEUTICS INC,GALT,0001133416,13324
skyepharma ag,112408,fuzzy_extended,100.0,SKYEPHARMA PLC,SKYEY,0001018117,86291
schering-plough,009459,fuzzy_extended,100.0,SCHERING-PLOUGH,SGP,,25013
"eidos therapeutics, a bridgebio company",033641,fuzzy_extended,100.0,EIDOS THERAPEUTICS INC,EIDX.,0001731831,17878
"vital therapies, inc",018936,fuzzy_extended,100.0,VITAL THERAPIES INC,VTL,,14615
apyx medical,012719,fuzzy_extended,100.0,APYX MEDICAL CORP,APYX,0000719135,89891
dentsply international,003874,fuzzy_extended,100.0,DENTSPLY INTERNATIONAL INC,DSP.2,0000028154,27203
"turning point therapeutics, inc",030012,fuzzy_extended,100.0,POINT THERAPEUTICS INC,POTP,,80452
bergenbio asa,001849,fuzzy_extended,100.0,ASA HOLDINGS INC,ASAI.,0001023944,15684
"scpharmaceuticals, inc",032601,fuzzy_extended,100.0,SCPHARMACEUTICALS INC,SCPH,0001604950,17122
biotec pharmacon asa,001849,fuzzy_extended,100.0,ASA HOLDINGS INC,ASAI.,0001023944,15684
sagimet biosciences inc,038790,fuzzy_extended,100.0,SAGIMET BIOSCIENCES INC,SGMT,0001400118,24078
"molecular templates, inc",032267,fuzzy_extended,100.0,MOLECULAR TEMPLATES INC,MTEMQ,0001183765,90604
sri international,148650,fuzzy_extended,96.96969696969697,SI INTERNATIONAL INC,SINT.1,0001143363,89577
corbus pharmaceuticals inc,022035,fuzzy_extended,100.0,CORBUS PHARMACEUTICALS HLDGS,CRBP,0001595097,15287
"fujifilm pharmaceuticals u.s.a., inc",028470,fuzzy_extended,92.6829268292683,RA PHARMACEUTICALS INC,RARX,0001481512,16398
galecto biotech ab,037310,fuzzy_extended,100.0,GALECTO INC,GLTO,0001800315,19965
"seaspine, inc",024458,fuzzy_extended,100.0,SEASPINE HOLDINGS CORP,SPNE,0001637761,15407
nabriva therapeutics ag,026148,fuzzy_extended,100.0,NABRIVA THERAPEUTICS PLC,NBRVF,0001641640,15656
novocure gmbh,026123,fuzzy_extended,100.0,NOVOCURE LIMITED,NVCR,0001645113,15789
concept medical inc,003371,fuzzy_extended,100.0,CONCEPT INC,CCPT.1,0000023229,26316
gh research ireland limited,038957,fuzzy_extended,100.0,GH RESEARCH PLC,GHRS,0001855129,21542
"scholar rock, inc",033445,fuzzy_extended,100.0,SCHOLAR ROCK HOLDNG CRP,SRRK,0001727196,17821
puretech,319917,fuzzy_extended,100.0,PURETECH HEALTH PLC,PRTC,0001782999,20164
hofseth biocare asa,001849,fuzzy_extended,100.0,ASA HOLDINGS INC,ASAI.,0001023944,15684
american medical systems,021375,fuzzy_extended,100.0,AMERICAN MEDICAL HOLDINGS,AMI.1,0000861439,76190
"tranzyme, inc",185945,fuzzy_extended,100.0,TRANZYME INC,TZYM,,12698
"banyan biomarkers, inc",004933,fuzzy_extended,100.0,BANYAN CORP,3BYCP,0000744041,66560
siga technologies,065376,fuzzy_extended,100.0,SIGA TECHNOLOGIES INC,SIGA,0001010086,85401
"rxsight, inc",039184,fuzzy_extended,100.0,RXSIGHT INC,RXST,0001111485,21762
sanotize research and development corp,009071,fuzzy_extended,100.0,RESEARCH INC,RESRQ,0000216983,66545
allogene therapeutics,034161,fuzzy_extended,100.0,ALLOGENE THERAPEUTICS,ALLO,0001737287,18137
"guardant health, inc",034102,fuzzy_extended,100.0,GUARDANT HEALTH INC,GH,0001576280,18135
macmillan research group uk,006920,fuzzy_extended,100.0,MACMILLAN INC,MLL.2,0000061267,27027
"adarx pharmaceuticals, inc",028470,fuzzy_extended,92.6829268292683,RA PHARMACEUTICALS INC,RARX,0001481512,16398
ensysce biosciences,039160,fuzzy_extended,100.0,ENSYSCE BIOSCIENCES INC,ENSC,0001716947,17147
diffusion pharmaceuticals inc,028470,fuzzy_extended,92.6829268292683,RA PHARMACEUTICALS INC,RARX,0001481512,16398
"palvella therapeutics, inc",022590,fuzzy_extended,100.0,PALVELLA THERAPEUTICS INC,PVLA,0001583648,15433
smart medical systems ltd,025013,fuzzy_extended,100.0,PLC SYSTEMS INC,PLCSF,,77568
aptevo therapeutics,027338,fuzzy_extended,100.0,APTEVO THERAPEUTICS INC,APVO,0001671584,16146
aim immunotech inc,062525,fuzzy_extended,100.0,AIM IMMUNOTECH INC,AIMI,0000946644,83762
"janssen alzheimer immunotherapy research & development, llc",009071,fuzzy_extended,100.0,RESEARCH INC,RESRQ,0000216983,66545
intellia therapeutics,027155,fuzzy_extended,100.0,INTELLIA THERAPEUTICS INC,NTLA,0001652130,16064
deep breeze,002374,fuzzy_extended,100.0,BREEZE CORP,BRZ.1,,29815
biomea fusion inc,038529,fuzzy_extended,100.0,BIOMEA FUSION INC,BMEA,0001840439,21027
"erasca, inc",039198,fuzzy_extended,100.0,ERASCA INC,ERAS,0001761918,21599
"tenax therapeutics, inc",027939,fuzzy_extended,100.0,TENAX THERAPEUTICS INC,TENX,0000034956,93237
"iterum therapeutics, international limited",033466,fuzzy_extended,100.0,ITERUM THERAPEUTICS,ITRM,0001659323,17816
integra lifesciences services,030291,fuzzy_extended,100.0,INTEGRA INC,INGA,0000915859,80609
"stratatech, a mallinckrodt company",006096,fuzzy_extended,100.0,MALLINCKRODT INC,MKG,0000051396,12511
"zafgen, inc",020742,fuzzy_extended,100.0,ZAFGEN INC,ZFGN,,14711
"cassava sciences, inc",137642,fuzzy_extended,100.0,CASSAVA SCIENCES INC,SAVA,0001069530,88462
alx oncology inc,036704,fuzzy_extended,100.0,ALX ONCOLOGY HOLDI INC,ALXO,0001810182,19542
"eloxx pharmaceuticals, inc",032858,fuzzy_extended,100.0,ELOXX PHARMACEUTICALS INC,ELOX,0001035354,89411
"unity biotechnology, inc",033317,fuzzy_extended,100.0,UNITY BIOTECHNOLOGY INC,UBX,0001463361,17825
